cmpdname,mw,polararea,heavycnt,hbonddonor,hbondacc,rotbonds,isosmiles,exactmass,monoisotopicmass,xlogp
1-Vaccenoyl-2-lignoceroyl-3-stearidonoyl-glycerol,965.6,78.9,69,0,6,57,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC,964.846,964.846,24.5
1-Vaccenoyl-2-lignoceroyl-3-eicsoatetraenoyl-glycerol,993.6,78.9,71,0,6,59,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC,992.877,992.877,25.6
1-Vaccenoyl-2-lignoceroyl-3-eicosapentaenoyl-glycerol,991.6,78.9,71,0,6,58,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,990.862,990.862,24.9
1-Vaccenoyl-2-lignoceroyl-3-docosapentaenoyl-glycerol,1019.6,78.9,73,0,6,60,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1018.89,1018.89,26
1-Vaccenoyl-2-lignoceroyl-3-docosahexaenoyl-glycerol,1017.6,78.9,73,0,6,59,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,1016.88,1016.88,25.5
1-Vaccenoyl-2-lignoceroyl-3-Stearyl-glycerol,959.6,61.8,68,0,5,61,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC,958.929,958.929,27.9
TG(18:1(11Z)/14:1(9Z)/18:1(11Z)),829.3,78.9,59,0,6,49,CCCCCC/C=C\CCCCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC,828.721,828.721,20.2
TG(18:1(11Z)/14:1(9Z)/18:1(9Z)),829.3,78.9,59,0,6,49,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC,828.721,828.721,20.2
1-Vaccenoyl-2-myristoleoyl-3-eicosenoyl-glycerol,857.4,78.9,61,0,6,51,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC,856.752,856.752,21.3
"TG(18:1(11Z)/14:1(9Z)/20:3(5Z,8Z,11Z))",853.3,78.9,61,0,6,49,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC,852.721,852.721,19.9
TG(18:1(11Z)/14:1(9Z)/22:1(13Z)),885.4,78.9,63,0,6,53,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC,884.783,884.783,22.4
1-Vaccenoyl-2-myristoleoyl-3-nervonoyl-glycerol,913.5,78.9,65,0,6,55,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC,912.815,912.815,23.5
"TG(18:1(11Z)/14:1(9Z)/18:2(9Z,12Z))",827.3,78.9,59,0,6,48,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,826.705,826.705,19.5
1-Vaccenoyl-2-myristoleoyl-3-g-linolenoyl-glycerol,825.3,78.9,59,0,6,47,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,824.689,824.689,18.9
TG(18:1(11Z)/14:1(9Z)/20:2n6),855.4,78.9,61,0,6,50,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,854.736,854.736,20.6
TG(18:1(11Z)/14:1(9Z)/20:3n6),853.3,78.9,61,0,6,49,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,852.721,852.721,19.9
1-Vaccenoyl-2-myristoleoyl-3-arachidonoyl-glycerol,851.3,78.9,61,0,6,48,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,850.705,850.705,19.3
"TG(18:1(11Z)/14:1(9Z)/22:2(13Z,16Z))",883.4,78.9,63,0,6,52,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,882.768,882.768,21.7
1-Vaccenoyl-2-myristoleoyl-3-adrenoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,878.736,878.736,20.3
1-Vaccenoyl-2-myristoleoyl-3-osbondoyl-glycerol,877.4,78.9,63,0,6,49,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCC,876.721,876.721,19.8
1-Vaccenoyl-2-myristoleoyl-3-a-linolenoyl-glycerol,825.3,78.9,59,0,6,47,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCC,824.689,824.689,18.9
1-Vaccenoyl-2-myristoleoyl-3-stearidonoyl-glycerol,823.3,78.9,59,0,6,46,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCC,822.674,822.674,18.2
1-Vaccenoyl-2-myristoleoyl-3-eicsoatetraenoyl-glycerol,851.3,78.9,61,0,6,48,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCC,850.705,850.705,19.3
1-Vaccenoyl-2-myristoleoyl-3-eicosapentaenoyl-glycerol,849.3,78.9,61,0,6,47,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCC,848.689,848.689,18.6
1-Vaccenoyl-2-myristoleoyl-3-docosapentaenoyl-glycerol,877.4,78.9,63,0,6,49,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCC,876.721,876.721,19.6
1-Vaccenoyl-2-myristoleoyl-3-docosahexaenoyl-glycerol,875.4,78.9,63,0,6,48,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCC,874.705,874.705,19.1
1-Vaccenoyl-2-myristoleoyl-3-Stearyl-glycerol,817.4,61.8,58,0,5,50,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCC,816.757,816.757,21.5
TG(18:1(11Z)/16:1(9Z)/20:1(11Z)),885.4,78.9,63,0,6,53,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,884.783,884.783,22.4
"TG(18:1(11Z)/16:1(9Z)/20:3(5Z,8Z,11Z))",881.4,78.9,63,0,6,51,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,880.752,880.752,21
1-Vaccenoyl-2-palmitoleoyl-3-erucoyl-glycerol,913.5,78.9,65,0,6,55,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,912.815,912.815,23.5
1-Vaccenoyl-2-palmitoleoyl-3-nervonoyl-glycerol,941.5,78.9,67,0,6,57,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,940.846,940.846,24.6
"TG(18:1(11Z)/16:1(9Z)/18:3(6Z,9Z,12Z))",853.3,78.9,61,0,6,49,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,852.721,852.721,19.9
TG(18:1(11Z)/16:1(9Z)/20:2n6),883.4,78.9,63,0,6,52,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,882.768,882.768,21.7
TG(18:1(11Z)/16:1(9Z)/20:3n6),881.4,78.9,63,0,6,51,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,880.752,880.752,21
1-Vaccenoyl-2-palmitoleoyl-3-arachidonoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,878.736,878.736,20.3
1-Vaccenoyl-2-palmitoleoyl-3-docosadienoyl-glycerol,911.5,78.9,65,0,6,54,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,910.799,910.799,22.8
1-Vaccenoyl-2-palmitoleoyl-3-adrenoyl-glycerol,907.4,78.9,65,0,6,52,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,906.768,906.768,21.4
1-Vaccenoyl-2-palmitoleoyl-3-osbondoyl-glycerol,905.4,78.9,65,0,6,51,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,904.752,904.752,20.9
"TG(18:1(11Z)/16:1(9Z)/18:3(9Z,12Z,15Z))",853.3,78.9,61,0,6,49,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCC,852.721,852.721,19.9
1-Vaccenoyl-2-palmitoleoyl-3-stearidonoyl-glycerol,851.3,78.9,61,0,6,48,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCC,850.705,850.705,19.3
1-Vaccenoyl-2-palmitoleoyl-3-eicsoatetraenoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCC,878.736,878.736,20.3
1-Vaccenoyl-2-palmitoleoyl-3-eicosapentaenoyl-glycerol,877.4,78.9,63,0,6,49,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCC,876.721,876.721,19.6
1-Vaccenoyl-2-palmitoleoyl-3-docosapentaenoyl-glycerol,905.4,78.9,65,0,6,51,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCC,904.752,904.752,20.7
1-Vaccenoyl-2-palmitoleoyl-3-docosahexaenoyl-glycerol,903.4,78.9,65,0,6,50,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCC,902.736,902.736,20.2
1-Vaccenoyl-2-palmitoleoyl-3-Stearyl-glycerol,845.4,61.8,60,0,5,52,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,844.788,844.788,22.6
TG(18:1(11Z)/18:1(11Z)/18:1(9Z)),885.4,78.9,63,0,6,53,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,884.783,884.783,22.4
1-Vaccenoyl-2-vaccenoyl-3-eicosenoyl-glycerol,913.5,78.9,65,0,6,55,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,912.815,912.815,23.5
1-Vaccenoyl-2-vaccenoyl-3-meadoyl-glycerol,909.5,78.9,65,0,6,53,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,908.783,908.783,22.1
1-Vaccenoyl-2-vaccenoyl-3-erucoyl-glycerol,941.5,78.9,67,0,6,57,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,940.846,940.846,24.6
1-Vaccenoyl-2-vaccenoyl-3-nervonoyl-glycerol,969.6,78.9,69,0,6,59,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,968.877,968.877,25.6
"TG(18:1(11Z)/18:1(11Z)/18:2(9Z,12Z))",883.4,78.9,63,0,6,52,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,882.768,882.768,21.7
"TG(18:1(11Z)/18:1(11Z)/18:3(6Z,9Z,12Z))",881.4,78.9,63,0,6,51,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,880.752,880.752,21
1-Vaccenoyl-2-vaccenoyl-3-eicosadienoyl-glycerol,911.5,78.9,65,0,6,54,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,910.799,910.799,22.8
1-Vaccenoyl-2-vaccenoyl-3-homo-g-linolenoyl-glycerol,909.5,78.9,65,0,6,53,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,908.783,908.783,22.1
1-Vaccenoyl-2-vaccenoyl-3-arachidonoyl-glycerol,907.4,78.9,65,0,6,52,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,906.768,906.768,21.4
1-Vaccenoyl-2-vaccenoyl-3-docosadienoyl-glycerol,939.5,78.9,67,0,6,56,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,938.83,938.83,23.9
1-Vaccenoyl-2-vaccenoyl-3-adrenoyl-glycerol,935.5,78.9,67,0,6,54,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,934.799,934.799,22.5
1-Vaccenoyl-2-vaccenoyl-3-osbondoyl-glycerol,933.5,78.9,67,0,6,53,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,932.783,932.783,22
"TG(18:1(11Z)/18:1(11Z)/18:3(9Z,12Z,15Z))",881.4,78.9,63,0,6,51,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\CCCCCC,880.752,880.752,21
1-Vaccenoyl-2-vaccenoyl-3-stearidonoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\CCCCCC,878.736,878.736,20.3
1-Vaccenoyl-2-vaccenoyl-3-eicsoatetraenoyl-glycerol,907.4,78.9,65,0,6,52,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\CCCCCC,906.768,906.768,21.4
1-Vaccenoyl-2-vaccenoyl-3-eicosapentaenoyl-glycerol,905.4,78.9,65,0,6,51,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\CCCCCC,904.752,904.752,20.7
1-Vaccenoyl-2-vaccenoyl-3-docosapentaenoyl-glycerol,933.5,78.9,67,0,6,53,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\CCCCCC,932.783,932.783,21.8
1-Vaccenoyl-2-vaccenoyl-3-docosahexaenoyl-glycerol,931.5,78.9,67,0,6,52,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\CCCCCC,930.768,930.768,21.3
1-Vaccenoyl-2-vaccenoyl-3-Stearyl-glycerol,873.5,61.8,62,0,5,54,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,872.82,872.82,23.7
TG(18:1(11Z)/18:1(9Z)/18:1(11Z)),885.4,78.9,63,0,6,53,CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC,884.783,884.783,22.4
TG(18:1(11Z)/18:1(9Z)/18:1(9Z)),885.4,78.9,63,0,6,53,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,884.783,884.783,22.4
1-Vaccenoyl-2-oleoyl-3-eicosenoyl-glycerol,913.5,78.9,65,0,6,55,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,912.815,912.815,23.5
1-Vaccenoyl-2-oleoyl-3-meadoyl-glycerol,909.5,78.9,65,0,6,53,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC,908.783,908.783,22.1
1-Vaccenoyl-2-oleoyl-3-erucoyl-glycerol,941.5,78.9,67,0,6,57,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,940.846,940.846,24.6
1-Vaccenoyl-2-oleoyl-3-nervonoyl-glycerol,969.6,78.9,69,0,6,59,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,968.877,968.877,25.6
"TG(18:1(11Z)/18:1(9Z)/18:2(9Z,12Z))",883.4,78.9,63,0,6,52,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,882.768,882.768,21.7
"TG(18:1(11Z)/18:1(9Z)/18:3(6Z,9Z,12Z))",881.4,78.9,63,0,6,51,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,880.752,880.752,21
1-Vaccenoyl-2-oleoyl-3-eicosadienoyl-glycerol,911.5,78.9,65,0,6,54,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,910.799,910.799,22.8
1-Vaccenoyl-2-oleoyl-3-homo-g-linolenoyl-glycerol,909.5,78.9,65,0,6,53,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,908.783,908.783,22.1
1-Vaccenoyl-2-oleoyl-3-arachidonoyl-glycerol,907.4,78.9,65,0,6,52,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,906.768,906.768,21.4
1-Vaccenoyl-2-oleoyl-3-docosadienoyl-glycerol,939.5,78.9,67,0,6,56,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC,938.83,938.83,23.9
1-Vaccenoyl-2-oleoyl-3-adrenoyl-glycerol,935.5,78.9,67,0,6,54,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,934.799,934.799,22.5
1-Vaccenoyl-2-oleoyl-3-osbondoyl-glycerol,933.5,78.9,67,0,6,53,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,932.783,932.783,22
"TG(18:1(11Z)/18:1(9Z)/18:3(9Z,12Z,15Z))",881.4,78.9,63,0,6,51,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,880.752,880.752,21
1-Vaccenoyl-2-oleoyl-3-stearidonoyl-glycerol,879.4,78.9,63,0,6,50,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC,878.736,878.736,20.3
1-Vaccenoyl-2-oleoyl-3-eicsoatetraenoyl-glycerol,907.4,78.9,65,0,6,52,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC,906.768,906.768,21.4
1-Vaccenoyl-2-oleoyl-3-eicosapentaenoyl-glycerol,905.4,78.9,65,0,6,51,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,904.752,904.752,20.7
1-Vaccenoyl-2-oleoyl-3-docosapentaenoyl-glycerol,933.5,78.9,67,0,6,53,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,932.783,932.783,21.8
1-Vaccenoyl-2-oleoyl-3-docosahexaenoyl-glycerol,931.5,78.9,67,0,6,52,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,930.768,930.768,21.3
1-Vaccenoyl-2-oleoyl-3-Stearyl-glycerol,873.5,61.8,62,0,5,54,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,872.82,872.82,23.7
1-Vaccenoyl-2-eicosenoyl-3-vaccenoyl-glycerol,913.5,78.9,65,0,6,55,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC,912.815,912.815,23.5
1-Vaccenoyl-2-eicosenoyl-3-oleoyl-glycerol,913.5,78.9,65,0,6,55,CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC,912.815,912.815,23.5
1-Vaccenoyl-2-eicosenoyl-3-eicosenoyl-glycerol,941.5,78.9,67,0,6,57,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,940.846,940.846,24.6
